Area,BHK,Bathroom,Furnishing,Parking,Price,Status,Transaction,Type
1750.0,4,4.0,1,1.0,29000000,1,2,2
2210.0,4,3.0,2,1.0,41000000,1,1,1
760.0,3,2.0,3,1.0,6000000,1,1,1
400.0,2,1.0,3,1.0,2500000,1,2,2
380.0,1,1.0,1,1.0,2200000,1,1,1
904.1676,2,2.0,3,1.0,21500000,1,2,2
900.0,4,1.0,3,1.0,15000000,1,1,2
810.0,5,6.0,3,1.0,28900000,1,1,2
100.0,3,2.0,1,1.0,5500000,1,1,1
50.0,2,1.0,2,1.0,1950000,1,2,2
58.0,2,1.0,1,1.0,3800000,1,1,2
900.0,2,1.0,2,1.0,6200000,1,2,1
1650.0,4,3.0,3,1.0,14000000,2,2,2
1000.0,2,2.0,1,1.0,7500000,1,1,2
852.0,2,2.0,1,1.0,2670000,1,1,2
700.0,2,2.0,2,1.0,2500000,1,1,2
990.0,3,2.0,1,1.0,4000000,1,1,2
450.0,2,1.0,2,1.0,3500000,1,1,1
1000.0,2,2.0,1,1.0,5000000,1,2,2
1700.0,4,3.0,2,2.0,29500000,1,1,1
1350.0,3,2.0,1,1.0,19000000,1,1,1
2100.0,4,3.0,3,1.0,25500000,1,1,2
2600.0,4,4.0,2,3.0,75000000,1,2,1
3000.0,4,5.0,2,4.0,75000000,1,2,1
1450.0,3,3.0,2,1.0,34000000,2,2,1
2050.0,4,4.0,2,1.0,47500000,1,2,1
3000.0,4,5.0,2,3.0,75000000,1,2,1
1800.0,3,3.0,2,2.0,23000000,1,1,2
900.0,3,2.0,2,1.0,24000000,1,1,2
1500.0,3,2.0,2,2.0,21500000,1,1,2
1500.0,3,2.0,2,1.0,28500000,1,2,1
1800.0,4,4.0,2,1.0,12500000,1,1,1
1674.0,3,3.0,1,1.0,45000000,1,1,1
2025.0,4,3.0,3,2.0,30500000,1,1,1
1300.0,3,3.0,2,3.0,22500000,1,1,1
990.0,3,3.0,3,1.0,28000000,1,1,2
2100.0,3,4.0,2,2.0,25000000,1,1,1
2250.0,4,4.0,2,2.0,33700000,1,1,1
1500.0,3,3.0,2,1.0,27000000,1,1,1
2700.0,4,4.0,2,2.0,43500000,1,2,1
1700.0,3,3.0,2,2.0,29000000,1,2,1
1700.0,3,3.0,2,2.0,30000000,1,1,1
2050.0,4,4.0,2,2.0,52100000,1,2,2
1800.0,3,3.0,1,1.0,32500000,1,2,1
1500.0,3,2.0,2,1.0,20500000,1,1,2
2000.0,4,3.0,2,1.0,25000000,1,1,2
1500.0,3,3.0,2,2.0,30000000,1,1,1
24300.0,4,5.0,2,2.0,51000000,1,1,1
2475.0,4,4.0,2,1.0,31000000,1,1,1
1800.0,3,3.0,2,0.0,37500000,1,2,1
1300.0,3,3.0,2,1.0,32500000,1,2,1
1500.0,3,3.0,2,4.0,37500000,1,2,1
2100.0,4,4.0,2,3.0,55000000,1,2,1
1800.0,4,4.0,2,2.0,87500000,1,2,1
1100.0,2,2.0,1,1.0,16300000,1,1,2
2035.0,4,4.0,1,2.0,65000000,1,2,1
1100.0,3,3.0,1,1.0,25000000,1,1,1
1550.0,3,3.0,2,1.0,38000000,1,2,1
700.0,2,2.0,1,1.0,15000000,1,1,1
150.0,2,1.0,2,1.0,2000000,1,1,2
540.0,1,1.0,1,1.0,3000000,1,1,1
810.0,2,2.0,2,1.0,8500000,1,1,1
3250.0,4,4.0,2,1.0,55000000,1,1,1
1600.0,3,3.0,2,2.0,22500000,1,1,1
4000.0,4,4.0,2,1.0,72500000,1,1,1
5500.0,6,7.0,3,1.0,160000000,1,1,2
900.0,3,3.0,2,1.0,12500000,1,2,1
972.0,2,2.0,2,1.0,17000000,1,1,2
4150.0,4,4.0,1,3.0,82500000,1,2,1
2250.0,4,5.0,2,2.0,55000000,1,2,1
1650.0,3,3.0,2,1.0,35000000,1,2,1
2610.0,4,4.0,2,2.0,42500000,1,1,1
600.0,2,2.0,2,1.0,4700000,1,1,1
1700.0,4,5.0,1,2.0,52500000,1,1,1
2250.0,4,4.0,2,3.0,80000000,1,2,1
880.0,3,2.0,1,1.0,11000000,1,1,1
4200.0,4,5.0,2,3.0,74000000,1,2,1
1450.0,3,3.0,2,1.0,37500000,1,1,1
2200.0,4,4.0,2,3.0,52500000,1,2,1
1620.0,3,3.0,2,0.0,26000000,1,2,1
1078.0,3,2.0,1,1.0,15500000,1,2,1
1710.0,3,3.0,1,1.0,22000000,1,1,1
1150.0,3,3.0,2,1.0,21000000,1,1,1
450.0,2,2.0,2,1.0,5000000,1,1,1
1818.0,3,3.0,1,1.0,22000000,1,1,1
1800.0,3,2.0,1,1.0,26500000,1,1,1
780.0,2,2.0,1,1.0,8770000,1,1,1
405.0,1,1.0,2,1.0,4500000,1,1,2
900.0,2,3.0,2,1.0,8500000,1,1,2
807.2925,2,2.0,1,1.0,8600000,1,1,2
2700.0,4,3.0,2,1.0,42500000,1,1,1
1100.0,3,2.0,2,2.0,13100000,1,1,2
585.0,2,2.0,1,2.0,7000000,1,1,2
2152.78,3,3.0,3,2.0,30000000,1,2,1
960.0,2,2.0,2,2.0,13000000,1,1,2
1800.0,4,3.0,1,2.0,23100000,1,1,1
1100.0,3,2.0,2,1.0,16000000,1,1,2
900.0,2,2.0,1,1.0,12500000,1,1,1
1620.0,3,3.0,3,1.0,24500000,1,2,1
378.0,1,1.0,1,1.0,3200000,1,1,2
800.0,3,2.0,1,1.0,6300000,1,1,2
1350.0,3,3.0,2,1.0,15000000,1,1,1
850.0,3,3.0,1,1.0,5700000,1,1,2
1580.0,3,2.0,3,1.0,21000000,1,1,2
820.0,2,3.0,1,1.0,7500000,1,1,2
594.0,2,1.0,2,1.0,6500000,1,1,2
14220.0,3,3.0,2,1.0,27500000,1,2,1
800.0,3,2.0,1,1.0,12000000,1,1,1
1500.0,3,2.0,2,2.0,18000000,1,1,2
1600.0,3,3.0,2,1.0,15600000,1,1,2
1650.0,3,3.0,2,1.0,15500000,1,1,2
1600.0,3,3.0,2,1.0,15200000,1,1,2
1900.0,3,3.0,3,1.0,25000000,1,1,2
1400.0,3,2.0,3,1.0,15000000,1,1,2
1550.0,3,2.0,2,1.0,15800000,1,1,2
2000.0,4,3.0,3,1.0,31500000,1,1,2
1500.0,3,3.0,2,1.0,14000000,1,1,2
1550.0,3,2.0,2,1.0,13200000,1,1,2
1600.0,3,2.0,2,1.0,15800000,1,1,2
1600.0,3,3.0,1,1.0,16200000,1,1,2
1800.0,3,2.0,2,1.0,15500000,1,1,2
1470.0,3,2.0,2,1.0,14500000,1,1,2
1500.0,3,2.0,2,1.0,14900000,1,1,2
1750.0,3,3.0,3,1.0,17200000,1,1,2
1650.0,3,3.0,3,1.0,18000000,1,1,2
1850.0,3,2.0,2,1.0,15500000,1,1,2
1480.0,3,2.0,3,1.0,15800000,1,1,2
1214.0,2,2.0,3,1.0,12600000,1,1,2
1380.0,3,2.0,2,1.0,15000000,1,1,2
1600.0,4,2.0,3,1.0,19500000,1,1,2
1585.0,3,3.0,2,1.0,16600000,1,1,2
1700.0,3,3.0,2,1.0,17200000,1,1,2
1200.0,2,2.0,2,1.0,13000000,1,1,2
1800.0,4,3.0,2,1.0,16500000,1,1,2
1000.0,2,2.0,2,1.0,10700000,1,1,2
1500.0,3,2.0,3,1.0,16200000,1,1,2
1700.0,3,2.0,3,1.0,16500000,1,1,2
1750.0,3,2.0,3,1.0,14900000,1,1,2
2700.0,4,3.0,3,1.0,27500000,1,1,2
3050.0,5,6.0,2,0.0,62500000,1,1,2
3405.0,5,5.0,2,3.0,70000000,1,1,2
1500.0,3,3.0,2,3.0,35500000,1,1,2
2105.0,3,3.0,1,3.0,42100000,1,1,2
2500.0,4,5.0,2,3.0,42500000,1,1,2
2090.0,3,4.0,2,2.0,44000000,1,1,2
2525.0,4,5.0,2,3.0,43200000,1,1,2
2500.0,4,4.0,2,2.0,52500000,1,1,2
2100.0,3,4.0,3,2.0,34300000,1,1,2
2022.0,3,3.0,2,2.0,38000000,1,1,2
2650.0,4,5.0,3,2.0,52500000,1,1,2
1850.0,3,3.0,1,2.0,37500000,1,1,2
2100.0,3,3.0,2,2.0,37000000,1,1,2
1700.0,3,4.0,2,2.0,40000000,1,1,2
2105.0,3,3.0,2,2.0,36200000,1,1,2
1250.0,2,3.0,2,1.0,29000000,1,1,2
2552.0,4,5.0,3,3.0,42500000,1,2,2
3112.0,5,6.0,2,3.0,60000000,1,1,2
2125.0,3,3.0,2,2.0,36500000,1,1,2
2065.0,3,4.0,2,2.0,42500000,1,1,2
3405.0,5,4.0,2,3.0,71500000,1,1,2
3050.0,5,5.0,2,3.0,65000000,1,2,2
2300.0,5,6.0,2,3.0,58000000,1,1,2
1455.0,2,2.0,2,2.0,27500000,1,1,2
3400.0,5,5.0,2,3.0,70000000,1,2,2
3100.0,5,5.0,2,3.0,65000000,1,1,2
1400.0,2,3.0,1,3.0,28600000,1,1,2
2126.0,3,3.0,2,2.0,39000000,1,1,2
1815.0,3,3.0,2,2.0,32500000,1,1,2
1700.0,3,3.0,1,2.0,34000000,1,1,2
700.0,2,2.0,1,0.0,16500000,1,1,2
980.0,2,2.0,2,2.0,13800000,1,1,2
1350.0,3,3.0,2,2.0,21000000,1,1,2
1800.0,3,3.0,2,2.0,22500000,1,1,2
968.7510000000001,2,2.0,2,2.0,15000000,1,1,2
1250.0,3,3.0,2,2.0,20000000,1,2,2
1800.0,3,3.0,3,2.0,20000000,1,2,2
1400.0,3,2.0,2,2.0,26000000,1,1,1
1000.0,3,3.0,2,2.0,19500000,1,1,2
1800.0,4,2.0,2,1.0,21500000,1,1,2
1500.0,3,3.0,1,1.0,26500000,1,2,2
1600.0,3,3.0,2,2.0,20000000,1,1,2
1400.0,3,3.0,3,1.0,18000000,1,1,2
1400.0,3,2.0,1,1.0,19000000,1,1,2
2700.0,4,4.0,1,2.0,36500000,1,1,1
1100.0,2,2.0,1,2.0,15000000,1,1,2
1200.0,2,2.0,2,2.0,17500000,1,1,2
1400.0,2,2.0,2,2.0,14000000,1,1,2
1500.0,3,3.0,2,2.0,21000000,1,1,2
1320.0,3,2.0,1,2.0,15600000,1,1,2
1300.0,3,3.0,1,2.0,19000000,1,1,2
1150.0,2,2.0,1,1.0,16500000,1,1,2
1440.0,3,3.0,1,1.0,19000000,1,1,2
1400.0,2,2.0,1,1.0,16500000,1,1,2
450.0,1,1.0,2,1.0,3000000,1,1,1
1300.0,2,2.0,2,1.0,15000000,1,1,2
1200.0,2,2.0,1,1.0,14300000,1,1,2
1300.0,3,2.0,1,1.0,18500000,1,1,2
1400.0,3,3.0,3,1.0,19000000,1,1,2
1400.0,3,3.0,2,1.0,19000000,1,1,2
1500.0,3,2.0,1,1.0,13500000,1,1,2
1600.0,4,2.0,2,2.0,15800000,1,1,2
1200.0,10,4.0,2,2.0,17000000,1,1,2
1600.0,4,2.0,2,1.0,15500000,1,1,2
1250.0,3,2.0,2,2.0,16000000,1,1,2
950.0,2,2.0,3,2.0,12900000,1,1,2
1200.0,3,3.0,3,2.0,13500000,1,1,2
1400.0,4,2.0,3,2.0,17800000,1,1,2
950.0,2,2.0,3,2.0,13200000,1,1,2
1350.0,3,3.0,2,2.0,14000000,1,1,2
1550.0,4,2.0,3,2.0,17500000,1,1,2
1300.0,3,2.0,2,2.0,17000000,1,1,2
1000.0,2,2.0,3,2.0,13000000,1,1,2
1500.0,3,3.0,3,2.0,17000000,1,1,2
950.0,2,2.0,3,2.0,12700000,1,1,2
1200.0,3,2.0,3,2.0,13500000,1,1,2
1400.0,4,2.0,3,2.0,17400000,1,1,2
1500.0,4,2.0,3,2.0,17800000,1,1,2
1050.0,2,2.0,3,2.0,12700000,1,1,2
1550.0,4,2.0,3,2.0,16200000,1,1,2
950.0,2,2.0,3,2.0,11100000,1,1,2
1150.0,2,2.0,3,2.0,13600000,1,1,2
1150.0,2,2.0,3,2.0,13100000,1,1,2
1150.0,2,2.0,3,2.0,12500000,1,1,2
1500.0,3,2.0,3,2.0,13600000,1,1,2
1800.0,4,4.0,3,2.0,12000000,1,2,2
1300.0,3,3.0,3,1.0,20000000,1,2,2
1150.0,2,2.0,1,1.0,13500000,1,1,2
1500.0,3,2.0,1,1.0,14000000,1,1,2
1150.0,2,2.0,2,2.0,10800000,1,1,2
900.0,3,2.0,2,1.0,9000000,1,2,1
1150.0,3,2.0,2,1.0,6300000,1,1,1
1000.0,3,3.0,2,1.0,5500000,1,2,2
450.0,1,1.0,2,1.0,2350000,1,1,2
1350.0,3,3.0,2,1.0,8500000,1,1,2
445.0,1,2.0,2,1.0,1650000,1,1,2
1200.0,2,2.0,2,1.0,10000000,1,1,2
50.0,1,1.0,1,1.0,1500000,1,1,1
1100.0,2,2.0,2,1.0,2800000,1,1,1
700.0,2,2.0,2,1.0,2600000,1,1,1
500.0,1,1.0,3,1.0,2350000,1,1,1
540.0,1,1.0,1,1.0,2350000,1,1,2
450.0,1,1.0,1,1.0,2000000,1,2,1
800.0,2,2.0,2,1.0,5000000,2,1,1
700.0,2,2.0,2,1.0,3500000,1,1,1
750.0,2,2.0,2,1.0,4500000,2,1,1
750.0,2,2.0,1,1.0,4000000,1,1,1
1600.0,3,3.0,1,1.0,10800000,1,1,1
1000.0,3,2.0,1,1.0,10000000,1,2,1
1600.0,3,3.0,1,1.0,10800000,1,1,1
900.0,3,2.0,2,1.0,9000000,1,1,1
1700.0,3,3.0,2,1.0,8500000,1,2,2
1100.0,3,2.0,2,1.0,6000000,1,1,1
1000.0,3,3.0,2,1.0,5500000,1,2,2
1000.0,3,2.0,2,1.0,7000000,1,2,1
1100.0,3,2.0,3,1.0,6000000,1,1,2
765.0,3,2.0,1,1.0,3700000,1,1,1
900.0,2,2.0,2,1.0,3100000,1,1,1
600.0,2,2.0,1,1.0,4500000,1,1,2
360.0,1,1.0,2,1.0,1500000,1,1,1
950.0,3,2.0,2,0.0,7090000,2,2,1
3600.0,2,2.0,2,1.0,4500000,1,2,1
1305.0,4,3.0,1,1.0,5500000,2,2,1
1800.0,3,4.0,2,2.0,63000000,2,2,2
950.0,3,2.0,2,2.0,6990000,2,2,1
800.0,2,2.0,2,1.0,4400000,1,2,2
1800.0,4,4.0,2,1.0,12500000,1,1,1
800.0,2,2.0,2,1.0,3000000,1,2,1
675.0,2,2.0,2,1.0,2800000,1,2,1
1175.0,3,3.0,1,4.0,5000000,2,2,1
1500.0,3,3.0,1,4.0,6000000,1,1,1
810.0,2,2.0,1,4.0,4500000,1,1,2
630.0,2,2.0,1,1.0,2800000,1,1,2
650.0,2,2.0,2,1.0,2500000,1,1,1
1800.0,4,4.0,2,1.0,8500000,1,2,1
725.0,2,2.0,3,1.0,3000000,1,1,2
900.0,3,2.0,2,1.0,4900000,1,2,1
750.0,2,2.0,1,1.0,3500000,1,2,1
700.0,2,2.0,2,1.0,3000000,1,2,1
950.0,3,2.0,2,1.0,7020000,2,2,1
1600.0,3,4.0,1,1.0,60000000,2,2,2
900.0,2,2.0,2,1.0,3500000,1,2,1
1500.0,3,3.0,2,1.0,7000000,1,2,1
500.0,2,1.0,2,2.0,7000000,1,1,2
1035.0,3,3.0,2,1.0,4500000,1,2,1
825.0,3,2.0,2,1.0,5990000,1,2,1
1300.0,3,3.0,2,1.0,4400000,1,2,1
765.0,2,2.0,1,4.0,2500000,1,2,1
580.0,1,1.0,2,1.0,1600000,1,2,1
1750.0,3,3.0,2,1.0,6500000,1,2,1
650.0,2,2.0,2,0.0,2750000,1,1,2
405.0,1,1.0,2,0.0,1500000,1,2,2
675.0,2,1.0,1,0.0,2200000,1,1,1
850.0,2,2.0,2,1.0,2800000,1,1,2
800.0,3,3.0,2,1.0,4500000,1,1,2
405.0,1,1.0,3,1.0,1800000,1,1,2
1350.0,3,3.0,1,1.0,8500000,1,2,1
1350.0,3,3.0,1,1.0,8500000,1,2,2
450.0,1,1.0,1,1.0,1700000,1,2,1
1300.0,3,3.0,2,2.0,7000000,1,2,1
1050.0,3,2.0,1,2.0,5600000,1,2,1
1675.0,4,3.0,3,2.0,13500000,1,1,1
1250.0,3,3.0,1,2.0,8500000,2,2,1
1080.0,3,3.0,1,4.0,6000000,1,2,2
1170.0,3,3.0,1,4.0,7200000,2,2,1
1250.0,3,2.0,2,1.0,6500000,1,1,2
1500.0,3,3.0,2,1.0,8400000,1,2,2
1350.0,3,3.0,1,1.0,8500000,1,2,2
855.0,2,2.0,2,1.0,4000000,1,1,1
540.0,1,1.0,1,1.0,1700000,1,1,1
1044.0983,3,2.0,1,1.0,6000000,1,1,1
405.0,1,1.0,2,1.0,1600000,1,1,2
500.0,1,2.0,2,1.0,2100000,1,1,2
450.0,1,1.0,3,1.0,1700000,1,1,2
405.0,1,1.0,1,1.0,1500000,1,1,2
405.0,1,1.0,1,1.0,1200000,1,1,1
450.0,1,1.0,1,1.0,1650000,1,1,2
173.0,2,2.0,1,1.0,3500000,1,1,1
1100.0,3,2.0,1,1.0,8500000,1,1,1
600.0,2,2.0,1,1.0,3200000,1,1,1
800.0,3,2.0,2,1.0,4400000,1,2,1
990.0,4,3.0,1,1.0,7200000,2,2,1
1100.0,3,2.0,2,1.0,7500000,1,2,1
1100.0,3,2.0,1,1.0,6500000,1,2,2
527.0,2,2.0,2,1.0,3500000,1,1,1
1000.0,2,2.0,2,1.0,6500000,1,1,1
1000.0,3,2.0,2,1.0,6200000,1,1,1
450.0,1,1.0,2,1.0,2500000,1,2,1
600.0,2,2.0,2,1.0,3000000,1,2,2
950.0,3,2.0,3,1.0,6000000,1,2,1
855.0,3,2.0,1,1.0,4800000,1,1,2
770.0,2,2.0,2,1.0,3790000,1,2,1
810.0,3,2.0,2,1.0,4200000,1,2,2
710.0,2,2.0,1,1.0,2900000,1,1,2
950.0,3,2.0,1,1.0,5000000,1,1,1
450.0,1,1.0,2,1.0,2100000,1,2,1
500.0,2,2.0,2,1.0,3200000,1,1,2
600.0,2,1.0,2,1.0,3000000,1,1,2
420.0,1,1.0,1,1.0,2300000,1,1,1
900.0,3,2.0,2,1.0,5900000,2,2,1
945.0,3,2.0,2,1.0,5500000,1,1,2
565.0,2,2.0,1,1.0,3500000,1,1,1
450.0,2,1.0,2,1.0,1700000,1,1,2
430.0,1,1.0,1,1.0,1850000,1,2,1
550.0,2,2.0,1,1.0,2300000,1,1,1
810.0,3,2.0,3,1.0,3800000,1,1,1
720.0,3,2.0,2,1.0,4500000,1,1,1
360.0,2,1.0,2,1.0,2200000,1,2,2
820.0,3,2.0,2,1.0,5200000,1,1,1
459.0,2,2.0,2,1.0,2200000,1,1,1
378.0,1,2.0,1,2.0,1500000,1,1,2
450.0,1,1.0,3,2.0,2200000,1,1,2
900.0,2,2.0,2,2.0,3800000,1,1,2
360.0,1,1.0,1,1.0,1800000,1,1,2
559.7228,2,2.0,3,3.0,2850000,1,1,2
350.0,1,1.0,1,3.0,2500000,1,1,2
365.0,1,1.0,1,2.0,3500000,1,1,2
390.0,1,1.0,1,2.0,2000000,1,1,2
350.0,1,1.0,1,2.0,3000000,1,1,2
210.0,1,1.0,2,2.0,2000000,1,2,2
50.0,1,1.0,1,2.0,3500000,1,2,2
500.0,1,1.0,1,2.0,1800000,1,1,2
350.0,1,1.0,1,2.0,1600000,1,1,2
379.0,1,1.0,1,1.0,1600000,1,1,1
236.8058,1,1.0,1,1.0,2000000,1,1,2
445.0,1,1.0,1,1.0,1500000,1,1,2
452.0838,2,1.0,3,1.0,3000000,1,1,2
350.0,1,1.0,1,1.0,1490000,1,2,2
437.0,1,1.0,3,1.0,3500000,1,2,2
61.0,3,3.0,1,1.0,4000000,1,1,2
495.0,2,2.0,1,1.0,1750000,1,1,1
900.0,2,2.0,1,1.0,4600000,1,1,2
350.0,1,1.0,2,1.0,1800000,1,1,1
585.0,2,2.0,1,1.0,1900000,1,1,1
198.0,1,1.0,3,1.0,1000000,1,1,2
4900.0,1,1.0,1,1.0,1000000,1,2,2
2077.4327,1,1.0,1,1.0,1000000,1,1,1
50.0,1,1.0,2,1.0,3500000,1,2,2
990.0,3,2.0,3,1.0,5000000,1,1,1
425.0,1,1.0,1,1.0,2200000,1,1,2
750.0,2,2.0,1,0.0,13000000,2,2,1
1400.0,3,3.0,2,2.0,34000000,1,2,1
3600.0,4,4.0,2,3.0,60000000,1,2,1
3000.0,4,5.0,2,4.0,74500000,1,2,1
2750.0,4,5.0,1,2.0,75000000,2,2,1
2050.0,4,4.0,2,2.0,62500000,1,2,1
3000.0,4,4.0,1,2.0,67000000,1,2,1
850.0,2,2.0,1,2.0,8500000,1,1,1
750.0,2,2.0,1,2.0,11500000,2,2,1
2600.0,4,5.0,2,3.0,52500000,1,2,1
800.0,2,2.0,2,1.0,12000000,1,2,1
550.0,2,2.0,2,2.0,10700000,1,1,1
700.0,2,2.0,2,1.0,9000000,1,1,2
2316.0,3,4.0,3,1.0,100000000,1,1,1
900.0,3,2.0,2,1.0,6200000,1,1,2
100.0,3,2.0,2,1.0,17000000,1,1,1
900.0,2,3.0,2,2.0,12500000,1,1,1
1500.0,2,2.0,2,3.0,13000000,1,2,1
650.0,3,2.0,1,3.0,4200000,1,1,1
2000.0,4,4.0,2,2.0,36000000,1,2,1
500.0,1,1.0,1,2.0,2300000,1,1,2
1125.0,2,2.0,1,2.0,8100000,1,1,1
1300.0,3,3.0,2,1.0,10000000,1,1,1
2500.0,4,5.0,1,1.0,62500000,1,2,1
2200.0,4,5.0,2,2.0,65000000,1,2,1
1290.0,3,2.0,2,2.0,20000000,1,1,1
2250.0,4,4.0,2,2.0,57500000,1,2,1
1350.0,3,3.0,2,2.0,30000000,1,2,1
1400.0,3,3.0,2,1.0,30000000,1,2,1
1700.0,3,3.0,1,2.0,30000000,1,2,1
450.0,1,1.0,1,0.0,3300000,1,1,2
750.0,2,1.0,1,0.0,7350000,1,1,2
1500.0,4,1.0,1,0.0,12500000,1,1,2
400.0,1,1.0,2,1.0,3500000,1,1,2
650.0,2,2.0,1,1.0,6500000,1,1,1
900.0,2,2.0,3,2.0,6900000,1,1,1
400.0,1,1.0,1,1.0,3600000,1,1,1
900.0,3,2.0,2,2.0,13500000,1,1,2
1000.0,3,2.0,3,1.0,9200000,1,1,2
405.0,1,1.0,1,1.0,2500000,1,1,2
1700.0,3,2.0,3,1.0,17000000,1,1,2
800.0,3,2.0,2,1.0,9030000,1,1,2
1076.39,3,2.0,1,4.0,9300000,1,1,1
750.0,2,1.0,2,2.0,6500000,1,2,2
460.0,2,1.0,1,2.0,3300000,1,1,1
370.0,1,1.0,1,2.0,2400000,1,1,1
1800.0,3,3.0,2,1.0,15000000,1,2,1
1080.0,3,1.0,1,1.0,7000000,1,2,2
350.0,1,1.0,1,1.0,4200000,1,1,2
500.0,2,1.0,3,1.0,5800000,1,1,2
900.0,3,2.0,2,1.0,4800000,1,1,2
800.0,2,2.0,2,1.0,7500000,1,1,2
350.0,1,1.0,1,1.0,3000000,1,1,2
430.556,1,1.0,1,1.0,4300000,1,1,2
500.0,1,1.0,2,1.0,2600000,1,1,1
1450.0,2,2.0,1,1.0,7000000,1,1,2
800.0,2,2.0,1,1.0,6000000,1,1,1
1000.0,2,2.0,2,1.0,6700000,1,1,2
1000.0,3,3.0,3,1.0,9500000,1,1,2
1600.0,3,2.0,2,1.0,17000000,1,1,2
900.0,2,2.0,2,0.0,8000000,1,1,2
1500.0,3,3.0,2,1.0,12000000,1,1,2
1050.0,2,2.0,2,1.0,9000000,1,1,2
1300.0,3,2.0,2,2.0,11500000,1,1,2
1600.0,4,3.0,3,1.0,20000000,1,1,2
900.0,2,2.0,2,1.0,8550000,1,1,2
1350.0,4,4.0,2,1.0,10500000,1,1,2
1000.0,3,2.0,3,2.0,12000000,1,1,2
1400.0,3,2.0,1,1.0,11000000,1,1,2
975.0,3,2.0,2,1.0,12000000,1,1,2
900.0,2,2.0,1,2.0,9000000,1,1,2
1100.0,2,2.0,2,2.0,10000000,1,1,2
950.0,2,2.0,1,2.0,8100000,1,1,2
1300.0,3,3.0,3,1.0,9200000,1,1,2
1459.0,3,3.0,2,1.0,14200000,1,1,2
1000.0,2,2.0,2,1.0,7500000,1,1,2
1100.0,2,2.0,2,1.0,9500000,1,1,2
1450.0,3,2.0,3,1.0,14000000,1,1,2
1450.0,3,3.0,2,1.0,11600000,1,1,2
1150.0,3,3.0,2,1.0,12000000,1,1,2
780.0,2,2.0,2,1.0,7500000,1,1,2
1300.0,3,2.0,2,2.0,9800000,1,1,2
1350.0,3,3.0,2,1.0,12000000,1,1,2
1200.0,3,2.0,2,1.0,12500000,1,1,2
1460.0,3,3.0,2,1.0,16500000,1,1,2
1460.0,3,3.0,1,1.0,12000000,1,1,2
1100.0,2,2.0,1,1.0,7200000,1,1,2
1500.0,3,3.0,3,2.0,15000000,1,1,2
1050.0,2,2.0,2,1.0,10000000,1,1,2
1350.0,3,3.0,2,1.0,11000000,1,1,2
1500.0,2,2.0,3,2.0,24700000,2,2,2
976.0,2,2.0,3,2.0,24900000,2,2,2
540.0,2,1.0,2,1.0,3600000,1,2,1
450.0,1,1.0,2,1.0,1700000,1,2,1
900.0,2,2.0,1,1.0,11000000,1,1,2
2500.0,4,4.0,2,2.0,75000000,1,1,1
979.5149,2,2.0,1,1.0,24800000,2,2,2
945.0,2,2.0,2,1.0,24900000,2,2,2
976.0,2,2.0,1,2.0,24900000,2,2,2
1531.0,2,2.0,1,2.0,25900000,2,2,2
1000.0,2,2.0,1,2.0,11700000,1,1,1
750.0,3,2.0,3,2.0,13500000,1,1,2
900.0,3,2.0,3,1.0,5500000,1,1,1
1512.0,2,2.0,1,1.0,30000000,2,2,2
35.0,3,2.0,2,2.0,4950000,1,1,2
1500.0,3,2.0,2,1.0,16000000,1,1,2
2907.0,4,4.0,2,1.0,30000000,1,1,2
2210.0,4,3.0,2,1.0,41000000,1,1,1
750.0,2,2.0,2,1.0,3800000,1,1,1
2518.7526,4,5.0,1,2.0,68900000,2,2,2
588.0,2,2.0,1,2.0,1800000,1,2,2
540.0,2,1.0,1,2.0,1500000,1,1,1
1100.0,3,3.0,2,2.0,12500000,1,1,2
550.0,2,1.0,2,2.0,1600000,1,1,2
750.0,3,2.0,2,1.0,2400000,1,1,1
1260.0,3,2.0,2,1.0,7000000,1,1,1
675.0,2,2.0,1,1.0,3100000,1,1,1
810.0,2,2.0,2,1.0,14500000,1,1,2
3150.0,4,5.0,2,3.0,61500000,1,2,1
2000.0,4,4.0,2,1.0,27500000,1,1,1
1775.0,3,3.0,2,1.0,25500000,2,2,2
1135.0,3,3.0,3,2.0,25000000,2,1,2
1252.0,2,2.0,2,1.0,18500000,2,2,2
2000.0,4,4.0,2,1.0,39700000,2,2,2
530.0,4,1.0,2,1.0,6800000,1,1,2
1332.0,3,2.0,2,1.0,6540000,1,1,1
1017.0,3,3.0,2,1.0,22000000,1,2,2
1775.0,3,3.0,2,1.0,25500000,2,2,2
987.0,2,2.0,2,1.0,17000000,1,2,2
1912.0,3,3.0,2,1.0,27500000,2,2,2
5236.0,5,7.0,1,3.0,73700000,2,2,2
2805.0,4,4.0,1,2.0,52300000,2,1,2
1500.0,3,3.0,1,2.0,16000000,1,1,2
1280.0,3,3.0,3,2.0,15000000,1,1,1
1775.0,3,3.0,2,1.0,25500000,2,2,2
675.0,2,2.0,2,1.0,10000000,1,1,1
576.0,2,2.0,1,1.0,5000000,1,1,2
1206.0,3,3.0,2,1.0,20000000,1,1,1
1143.0,2,2.0,1,1.0,16000000,1,1,2
345.0,1,1.0,2,1.0,5500000,1,1,1
720.0,2,1.0,2,1.0,7000000,1,1,1
468.0,2,2.0,1,1.0,4100000,1,1,1
1600.0,3,3.0,2,1.0,24000000,1,2,1
950.0,2,2.0,3,1.0,12500000,1,1,2
535.0,2,1.0,3,1.0,3900000,1,2,2
